Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromoffice,JobInvolvement,Job Level,Total Working Years,Retirement,Promotion status,Job satisfaction,Performance Rating
30,No,Travel_Rarely,519,Research & Development,2,Medical,1,5458,1,Male,32,HR Executive,1,Single,7149,28223,5,No,22,3,1,80,1,1,2,4,8,6,2,Very Close,1 Jobs,Level 3,18 Years,On service,due for promotion,Medium,High Ratings
31,No,Travel_Rarely,537,Human Resources,3,Life Sciences,1,1193,4,Female,65,Software Engineer,1,Divorced,16641,13475,5,No,20,3,3,80,2,5,4,3,3,2,6,Very Close,4 Jobs,Level 2,14 Years,On service,due for promotion,Medium,High Ratings
50,No,Travel_Rarely,502,Research & Development,4,Medical,1,4082,1,Male,45,Manager,3,Married,7105,12297,8,Yes,12,3,2,80,3,0,3,12,0,1,7,Very Far,2 Jobs,Level 1,10 Years,On service,Not due,Low,High Ratings
33,No,Travel_Rarely,1317,Sales,1,Technical Degree,1,2128,4,Male,78,Business Analyst,3,Divorced,10400,12781,1,No,17,4,1,80,1,3,4,10,1,5,6,Close,1 Jobs,Level 5,10 Years,On service,due for promotion,Low,Low Ratings
32,No,Travel_Rarely,316,Human Resources,3,Life Sciences,1,5396,3,Female,74,Sales Executive,3,Married,10188,11284,7,No,18,3,3,80,2,0,2,14,0,6,6,Close,2 Jobs,Level 2,18 Years,due for retirement,due for promotion,High,Low Ratings
43,Yes,Travel_Rarely,481,Research & Development,4,Medical,1,477,4,Male,31,Research Scientist,3,Single,8901,9252,8,Yes,14,3,3,80,0,1,1,13,8,3,8,Close,3 Jobs,Level 4,24 Years,due for retirement,Not due,Medium,Low Ratings
22,No,Non-Travel,363,Research & Development,4,Technical Degree,1,4921,1,Female,48,Software Engineer,3,Single,7941,10094,5,No,21,3,1,80,0,4,2,15,1,4,1,Close,1 Jobs,Level 1,1 Years,On service,due for promotion,Medium,Low Ratings
35,No,Non-Travel,570,Sales,4,Marketing,1,1324,1,Female,51,Business Analyst,4,Married,8044,29425,6,No,19,3,4,80,1,0,1,4,7,2,5,Very Far,3 Jobs,Level 3,30 Years,On service,Not due,Medium,Low Ratings
53,Yes,Non-Travel,432,Human Resources,4,Life Sciences,1,260,3,Male,49,Research Scientist,1,Divorced,7008,26575,0,Yes,19,3,3,80,2,3,3,4,9,7,7,Close,1 Jobs,Level 1,15 Years,On service,due for promotion,Low,High Ratings
38,No,Travel_Rarely,1083,Sales,3,Technical Degree,1,280,4,Male,86,Manager,2,Married,17472,23423,9,No,16,4,4,80,0,4,2,19,6,5,4,Close,2 Jobs,Level 1,8 Years,due for retirement,due for promotion,High,High Ratings
36,No,Non-Travel,1027,Human Resources,4,Other,1,562,4,Male,99,Manager,1,Divorced,14484,4693,8,No,17,4,2,80,1,5,2,12,1,4,8,Close,3 Jobs,Level 1,26 Years,On service,due for promotion,Medium,Low Ratings
57,No,Travel_Frequently,704,Sales,1,Marketing,1,4285,4,Male,66,Sales Executive,3,Married,16554,25022,7,No,19,4,3,80,2,2,4,6,6,4,1,Very Far,2 Jobs,Level 1,3 Years,On service,due for promotion,Medium,Low Ratings
28,No,Travel_Frequently,1261,Human Resources,4,Other,1,199,3,Female,76,Sales Executive,1,Married,15773,10711,1,No,20,3,4,80,0,2,2,8,0,4,4,Very Close,4 Jobs,Level 4,18 Years,On service,due for promotion,High,Low Ratings
35,No,Travel_Rarely,274,Sales,1,Other,1,3930,4,Female,83,Support Engineer,1,Single,10365,13480,2,Yes,22,3,1,80,3,4,3,2,2,9,5,Very Close,1 Jobs,Level 3,9 Years,On service,due for promotion,Low,High Ratings
55,Yes,Non-Travel,576,Sales,1,Life Sciences,1,4378,2,Male,64,Support Engineer,3,Divorced,18140,9101,4,No,15,4,1,80,1,4,4,3,4,6,8,Close,4 Jobs,Level 1,16 Years,On service,due for promotion,High,Low Ratings
34,Yes,Travel_Rarely,329,Research & Development,2,Medical,1,2276,4,Male,60,Business Analyst,2,Single,8715,6200,0,Yes,21,3,1,80,3,3,2,6,4,2,5,Close,3 Jobs,Level 4,21 Years,On service,due for promotion,Medium,Low Ratings
24,No,Travel_Rarely,768,Human Resources,2,Technical Degree,1,1741,4,Male,58,HR Executive,4,Single,14339,26527,2,Yes,17,4,3,80,2,1,1,13,1,2,6,Very Far,4 Jobs,Level 2,15 Years,On service,due for promotion,Medium,High Ratings
22,No,Travel_Rarely,1170,Research & Development,1,Technical Degree,1,1892,3,Male,37,Software Engineer,2,Married,17067,2102,1,No,18,3,2,80,0,0,4,11,8,6,9,Very Far,2 Jobs,Level 1,30 Years,On service,due for promotion,High,High Ratings
33,No,Travel_Rarely,314,Human Resources,1,Marketing,1,1860,3,Male,43,Business Analyst,2,Single,16108,25316,8,Yes,13,3,1,80,0,3,1,19,6,6,6,Very Far,1 Jobs,Level 4,5 Years,due for retirement,due for promotion,High,Low Ratings
39,No,Travel_Rarely,1061,Human Resources,3,Medical,1,4615,4,Male,89,Software Engineer,1,Divorced,9901,28810,4,No,18,3,1,80,1,4,4,11,0,8,1,Close,1 Jobs,Level 5,13 Years,On service,due for promotion,Low,High Ratings
52,No,Non-Travel,1413,Human Resources,2,Life Sciences,1,5904,2,Male,38,Sales Executive,3,Divorced,17538,18223,1,Yes,24,3,3,80,2,3,2,19,1,2,4,Very Far,1 Jobs,Level 2,22 Years,due for retirement,due for promotion,Low,High Ratings
36,Yes,Non-Travel,1482,Research & Development,4,Life Sciences,1,3027,3,Male,67,Manager,2,Divorced,7967,28183,5,No,18,4,4,80,0,2,1,15,4,4,7,Close,3 Jobs,Level 3,20 Years,On service,due for promotion,Low,Low Ratings
18,Yes,Non-Travel,1115,Research & Development,3,Other,1,1384,2,Male,68,Sales Executive,2,Divorced,19030,28060,2,Yes,19,4,2,80,1,0,1,5,5,1,7,Very Far,3 Jobs,Level 1,7 Years,On service,due for promotion,Low,High Ratings
23,No,Non-Travel,1029,Sales,3,Medical,1,2092,4,Female,32,Manager,3,Divorced,7724,10190,8,Yes,21,4,2,80,3,5,1,17,1,1,4,Very Close,3 Jobs,Level 1,16 Years,On service,due for promotion,High,High Ratings
26,No,Non-Travel,633,Human Resources,2,Life Sciences,1,3077,2,Female,92,Support Engineer,3,Married,10486,9487,4,No,10,4,3,80,3,4,3,12,3,0,6,Very Close,1 Jobs,Level 4,7 Years,On service,Not due,High,Low Ratings
24,Yes,Non-Travel,314,Sales,2,Technical Degree,1,4334,4,Male,58,Business Analyst,2,Married,2828,9743,4,Yes,11,4,2,80,0,5,1,13,1,0,4,Very Close,4 Jobs,Level 3,27 Years,On service,due for promotion,High,Low Ratings
28,No,Non-Travel,656,Sales,3,Life Sciences,1,3199,3,Male,48,Support Engineer,1,Divorced,18270,25532,4,Yes,13,4,4,80,2,4,3,11,1,3,3,Very Close,4 Jobs,Level 5,25 Years,On service,due for promotion,Low,Low Ratings
42,No,Travel_Rarely,1324,Human Resources,1,Medical,1,1600,3,Male,53,Manager,4,Married,13784,16239,2,Yes,22,4,3,80,0,1,4,19,9,2,0,Close,4 Jobs,Level 2,22 Years,On service,Not due,Low,Low Ratings
31,No,Travel_Frequently,932,Research & Development,2,Technical Degree,1,2575,1,Male,55,Sales Executive,4,Single,17809,7560,1,No,10,3,1,80,2,1,1,17,4,2,8,Close,2 Jobs,Level 3,16 Years,On service,due for promotion,Medium,Low Ratings
23,No,Travel_Rarely,1185,Human Resources,1,Life Sciences,1,1727,2,Male,43,Support Engineer,2,Single,18857,10188,9,Yes,23,3,1,80,3,3,2,19,8,0,7,Very Close,4 Jobs,Level 1,13 Years,On service,due for promotion,Low,Low Ratings
58,No,Travel_Rarely,1127,Sales,2,Technical Degree,1,3238,2,Female,90,Data Analyst,4,Married,13002,4696,2,Yes,21,3,2,80,1,5,4,1,5,0,7,Very Far,1 Jobs,Level 4,17 Years,On service,Not due,Medium,High Ratings
19,No,Travel_Rarely,926,Research & Development,4,Medical,1,5247,3,Male,31,Software Engineer,1,Single,11083,18803,2,Yes,23,4,1,80,0,1,4,5,4,6,6,Very Far,3 Jobs,Level 5,9 Years,On service,due for promotion,High,High Ratings
30,No,Travel_Rarely,490,Human Resources,3,Technical Degree,1,5694,1,Male,79,Research Scientist,4,Single,12945,25257,3,Yes,23,3,4,80,0,1,3,7,4,9,9,Close,1 Jobs,Level 4,12 Years,On service,Not due,High,High Ratings
33,No,Travel_Rarely,1216,Human Resources,3,Other,1,4667,3,Male,90,Manager,3,Single,18589,26219,6,No,11,3,3,80,1,1,4,6,1,8,3,Very Close,4 Jobs,Level 2,13 Years,On service,Not due,High,Low Ratings
46,No,Travel_Frequently,585,Research & Development,3,Medical,1,4793,4,Female,43,Manager,3,Divorced,10203,11962,9,Yes,11,4,4,80,2,1,1,10,3,1,7,Very Far,1 Jobs,Level 3,26 Years,On service,due for promotion,Medium,High Ratings
38,Yes,Travel_Frequently,1362,Research & Development,2,Life Sciences,1,1224,3,Female,91,Data Analyst,1,Single,8539,17000,6,Yes,17,4,2,80,3,5,2,18,6,6,5,Very Close,1 Jobs,Level 4,9 Years,On service,Not due,Medium,Low Ratings
25,No,Travel_Frequently,1145,Research & Development,3,Marketing,1,1298,3,Male,50,Business Analyst,3,Single,10958,27177,5,No,22,4,1,80,0,3,3,9,6,0,5,Very Far,4 Jobs,Level 4,5 Years,due for retirement,Not due,Low,High Ratings
36,No,Travel_Frequently,1062,Research & Development,1,Marketing,1,2776,1,Male,99,Business Analyst,2,Divorced,3934,23023,3,No,11,4,3,80,3,3,2,18,9,3,7,Close,1 Jobs,Level 1,7 Years,On service,due for promotion,High,Low Ratings
39,No,Travel_Rarely,1391,Sales,3,Technical Degree,1,16,4,Male,88,Business Analyst,2,Married,3823,13309,8,Yes,21,3,2,80,3,1,2,10,0,9,2,Very Far,4 Jobs,Level 4,1 Years,On service,Not due,Low,Low Ratings
56,Yes,Non-Travel,540,Sales,2,Marketing,1,5426,1,Male,83,Research Scientist,3,Divorced,12892,18645,7,Yes,24,4,1,80,2,2,1,10,9,2,2,Very Close,3 Jobs,Level 5,4 Years,On service,due for promotion,Medium,Low Ratings
53,No,Travel_Rarely,633,Human Resources,3,Marketing,1,352,3,Male,74,HR Executive,4,Married,5824,5348,2,No,19,4,2,80,3,2,4,2,9,8,0,Close,4 Jobs,Level 3,28 Years,On service,due for promotion,Low,High Ratings
57,Yes,Travel_Rarely,1019,Sales,4,Other,1,5405,4,Male,85,Data Analyst,2,Single,4028,4243,6,No,13,4,2,80,1,0,1,1,1,3,5,Very Close,2 Jobs,Level 2,26 Years,On service,due for promotion,Low,High Ratings
49,Yes,Travel_Rarely,1459,Sales,3,Technical Degree,1,1363,1,Male,55,Research Scientist,3,Single,5858,12235,0,No,20,3,4,80,3,1,2,19,0,5,2,Close,3 Jobs,Level 4,4 Years,On service,due for promotion,Low,Low Ratings
20,No,Travel_Rarely,430,Human Resources,3,Technical Degree,1,2171,1,Male,83,Support Engineer,4,Divorced,15143,7875,0,No,15,4,3,80,3,3,4,15,7,9,7,Close,1 Jobs,Level 5,16 Years,On service,due for promotion,Medium,High Ratings
54,No,Travel_Rarely,894,Human Resources,1,Other,1,2032,1,Male,58,Data Analyst,2,Divorced,19700,2867,9,No,10,3,4,80,3,2,2,8,0,3,9,Very Far,2 Jobs,Level 2,5 Years,due for retirement,due for promotion,High,Low Ratings
45,No,Travel_Rarely,886,Human Resources,4,Other,1,3814,3,Female,65,Manager,2,Divorced,14189,7969,9,Yes,12,4,3,80,3,1,3,19,2,1,3,Very Far,4 Jobs,Level 5,22 Years,On service,due for promotion,Medium,High Ratings
30,Yes,Travel_Rarely,1421,Human Resources,1,Marketing,1,1023,4,Male,87,Software Engineer,2,Married,5719,13478,6,No,13,3,2,80,2,5,2,13,6,9,8,Very Close,2 Jobs,Level 4,4 Years,On service,due for promotion,High,Low Ratings
32,No,Non-Travel,118,Human Resources,2,Other,1,372,4,Female,86,Data Analyst,1,Divorced,10321,21568,5,No,23,4,4,80,3,5,3,0,8,2,9,Very Close,4 Jobs,Level 4,6 Years,On service,due for promotion,Medium,Low Ratings
49,No,Non-Travel,820,Research & Development,1,Medical,1,2245,4,Male,74,HR Executive,1,Married,9325,15316,2,Yes,13,4,1,80,3,4,2,6,2,4,5,Very Far,4 Jobs,Level 3,26 Years,due for retirement,due for promotion,High,Low Ratings
52,No,Non-Travel,736,Human Resources,3,Medical,1,2314,4,Male,79,Sales Executive,2,Single,2686,3822,1,No,24,4,1,80,2,2,3,11,4,7,5,Close,2 Jobs,Level 1,23 Years,On service,due for promotion,Medium,Low Ratings
33,No,Travel_Rarely,158,Research & Development,1,Technical Degree,1,5861,4,Male,80,Support Engineer,1,Divorced,9475,14069,8,No,23,4,4,80,1,3,1,18,7,9,7,Very Far,2 Jobs,Level 5,3 Years,due for retirement,Not due,Low,High Ratings
40,Yes,Travel_Rarely,259,Human Resources,4,Technical Degree,1,3797,3,Male,96,Research Scientist,1,Single,12657,22893,3,No,13,4,3,80,1,0,1,15,2,7,4,Very Far,1 Jobs,Level 1,25 Years,On service,due for promotion,High,Low Ratings
48,No,Non-Travel,685,Human Resources,4,Technical Degree,1,3800,1,Male,57,Support Engineer,2,Married,3339,3943,4,Yes,13,4,3,80,3,2,1,6,3,1,5,Close,3 Jobs,Level 1,8 Years,On service,due for promotion,Low,Low Ratings
47,No,Travel_Rarely,1181,Human Resources,1,Other,1,5805,1,Male,56,Support Engineer,3,Divorced,18008,11528,7,Yes,24,3,1,80,1,1,3,17,5,0,0,Close,2 Jobs,Level 2,17 Years,On service,due for promotion,High,Low Ratings
23,Yes,Non-Travel,174,Human Resources,2,Marketing,1,743,1,Male,87,Data Analyst,4,Married,15670,23766,3,No,16,3,1,80,1,3,2,16,1,8,5,Very Close,2 Jobs,Level 2,29 Years,On service,due for promotion,High,Low Ratings
18,No,Travel_Frequently,920,Research & Development,2,Medical,1,1269,2,Male,62,Data Analyst,1,Divorced,5762,13530,3,Yes,16,3,1,80,0,3,3,11,8,7,3,Very Far,1 Jobs,Level 5,18 Years,On service,due for promotion,Medium,High Ratings
43,No,Travel_Frequently,1395,Human Resources,1,Technical Degree,1,2601,1,Female,73,HR Executive,2,Married,10876,18137,8,No,10,3,4,80,2,3,4,17,4,4,7,Close,3 Jobs,Level 1,18 Years,due for retirement,Not due,Low,Low Ratings
20,No,Travel_Frequently,1094,Research & Development,3,Marketing,1,1618,2,Male,82,Software Engineer,1,Single,6582,27818,4,Yes,21,3,2,80,2,5,2,3,4,5,0,Very Close,4 Jobs,Level 3,26 Years,due for retirement,Not due,Low,High Ratings
55,No,Non-Travel,1053,Research & Development,4,Technical Degree,1,806,1,Male,95,Data Analyst,3,Divorced,13344,10984,5,No,11,4,4,80,2,1,1,0,9,1,7,Very Close,2 Jobs,Level 1,25 Years,due for retirement,due for promotion,Low,Low Ratings
40,No,Non-Travel,276,Research & Development,1,Medical,1,4797,3,Male,97,Data Analyst,2,Divorced,3596,18967,4,Yes,23,4,1,80,3,2,3,13,6,0,5,Close,3 Jobs,Level 2,12 Years,On service,due for promotion,High,High Ratings
34,No,Travel_Rarely,446,Human Resources,3,Life Sciences,1,684,3,Female,66,Software Engineer,3,Married,3524,13183,3,Yes,16,3,3,80,2,3,1,10,8,7,8,Close,2 Jobs,Level 1,25 Years,due for retirement,due for promotion,High,Low Ratings
22,No,Non-Travel,600,Research & Development,4,Technical Degree,1,4984,4,Male,54,HR Executive,3,Single,13637,17569,5,No,18,4,1,80,1,3,1,2,4,3,2,Very Close,2 Jobs,Level 4,25 Years,On service,due for promotion,High,High Ratings
28,No,Non-Travel,866,Sales,4,Life Sciences,1,3560,1,Female,44,Research Scientist,3,Divorced,10937,23539,6,No,17,3,3,80,0,0,2,7,6,8,4,Very Close,2 Jobs,Level 4,1 Years,On service,due for promotion,Medium,Low Ratings
42,Yes,Travel_Rarely,864,Sales,4,Marketing,1,3853,4,Female,39,Support Engineer,4,Married,12078,14526,0,No,13,3,4,80,1,0,2,11,4,6,1,Close,3 Jobs,Level 3,23 Years,due for retirement,due for promotion,Low,Low Ratings
24,Yes,Non-Travel,324,Research & Development,3,Technical Degree,1,3806,2,Male,60,Research Scientist,1,Divorced,14484,23797,7,No,14,4,2,80,0,5,3,3,5,6,6,Very Close,4 Jobs,Level 5,12 Years,due for retirement,due for promotion,Low,Low Ratings
47,No,Travel_Frequently,711,Sales,2,Technical Degree,1,5564,4,Male,50,Data Analyst,3,Divorced,14603,17472,3,No,24,4,2,80,2,5,1,7,4,4,4,Close,1 Jobs,Level 1,11 Years,On service,due for promotion,High,Low Ratings
20,No,Non-Travel,419,Human Resources,2,Life Sciences,1,4707,2,Male,45,Software Engineer,2,Married,8764,17865,7,Yes,14,3,3,80,1,3,4,1,8,4,9,Very Close,2 Jobs,Level 4,13 Years,On service,Not due,Low,Low Ratings
19,No,Non-Travel,699,Human Resources,3,Other,1,4370,3,Female,42,Data Analyst,3,Married,5552,10572,3,No,10,3,2,80,1,0,1,10,3,0,8,Very Far,1 Jobs,Level 5,3 Years,On service,due for promotion,Medium,Low Ratings
53,Yes,Non-Travel,1247,Sales,3,Marketing,1,5013,4,Male,51,Business Analyst,3,Single,7872,28548,6,No,19,4,4,80,3,5,1,0,1,4,3,Close,2 Jobs,Level 4,27 Years,due for retirement,Not due,High,High Ratings
41,No,Non-Travel,1291,Human Resources,3,Other,1,3857,1,Male,93,Sales Executive,1,Single,10081,8236,5,Yes,12,3,1,80,1,2,4,12,4,0,6,Close,4 Jobs,Level 5,25 Years,On service,due for promotion,Medium,High Ratings
32,No,Travel_Rarely,850,Human Resources,3,Other,1,3860,2,Female,55,Research Scientist,4,Divorced,9184,14621,8,Yes,21,3,2,80,0,0,1,2,6,0,7,Close,1 Jobs,Level 5,8 Years,due for retirement,due for promotion,Medium,Low Ratings
28,No,Travel_Rarely,769,Human Resources,4,Marketing,1,9,4,Male,67,Business Analyst,2,Single,14022,19029,5,Yes,12,4,3,80,1,1,4,1,6,7,6,Very Close,3 Jobs,Level 4,3 Years,On service,due for promotion,Medium,Low Ratings
38,No,Travel_Rarely,1337,Sales,1,Other,1,1863,3,Male,64,Manager,4,Single,18557,25388,6,Yes,17,4,4,80,1,0,3,14,4,0,5,Very Far,3 Jobs,Level 2,17 Years,On service,Not due,High,High Ratings
43,No,Non-Travel,1445,Research & Development,1,Other,1,2820,3,Male,74,Sales Executive,4,Single,13338,19226,7,Yes,14,3,2,80,3,4,1,4,1,8,0,Close,4 Jobs,Level 5,25 Years,On service,Not due,Low,Low Ratings
33,No,Travel_Rarely,923,Research & Development,4,Medical,1,1352,1,Male,79,Data Analyst,3,Single,8174,11372,5,No,14,4,3,80,2,0,4,18,1,4,7,Close,2 Jobs,Level 1,13 Years,On service,due for promotion,Medium,High Ratings
43,No,Travel_Rarely,638,Sales,2,Marketing,1,577,1,Male,38,HR Executive,1,Single,5929,2783,3,Yes,12,4,4,80,3,2,4,9,7,8,6,Very Far,3 Jobs,Level 4,10 Years,On service,due for promotion,High,Low Ratings
53,Yes,Travel_Rarely,363,Sales,2,Medical,1,627,1,Male,70,Research Scientist,2,Single,18445,2636,6,Yes,13,4,4,80,2,4,3,15,3,1,1,Close,4 Jobs,Level 2,17 Years,On service,due for promotion,Medium,Low Ratings
50,Yes,Non-Travel,493,Sales,4,Medical,1,3619,2,Female,71,Manager,2,Single,14714,27802,7,No,19,4,3,80,1,3,1,2,3,0,8,Close,4 Jobs,Level 4,3 Years,On service,due for promotion,Low,Low Ratings
20,No,Travel_Rarely,1056,Research & Development,2,Other,1,5532,2,Male,80,Sales Executive,1,Married,15843,10281,4,Yes,14,3,1,80,3,0,3,16,0,7,8,Very Close,2 Jobs,Level 3,13 Years,On service,due for promotion,Medium,Low Ratings
56,No,Travel_Rarely,426,Sales,4,Marketing,1,427,4,Female,70,Research Scientist,2,Divorced,15109,27126,2,Yes,24,4,4,80,1,3,2,13,8,0,4,Close,3 Jobs,Level 1,22 Years,due for retirement,due for promotion,Low,Low Ratings
24,No,Travel_Frequently,1438,Research & Development,3,Medical,1,34,2,Male,47,Software Engineer,2,Married,4861,20047,1,Yes,10,3,3,80,1,1,4,19,8,8,4,Very Far,1 Jobs,Level 3,6 Years,On service,due for promotion,High,High Ratings
54,No,Non-Travel,1361,Research & Development,4,Marketing,1,1047,1,Male,84,HR Executive,3,Single,15931,27546,2,No,11,4,2,80,2,2,3,3,2,8,4,Very Close,1 Jobs,Level 5,14 Years,due for retirement,due for promotion,Medium,High Ratings
37,No,Travel_Rarely,227,Research & Development,4,Technical Degree,1,45,2,Female,45,Sales Executive,2,Single,9542,22069,9,No,22,4,1,80,1,3,1,18,5,6,5,Very Far,4 Jobs,Level 5,27 Years,On service,due for promotion,Medium,Low Ratings
34,No,Travel_Rarely,1189,Sales,2,Medical,1,3340,3,Male,52,Software Engineer,2,Married,19150,8193,5,Yes,19,4,3,80,1,3,2,5,1,9,3,Close,2 Jobs,Level 3,10 Years,On service,due for promotion,High,High Ratings
40,No,Travel_Rarely,425,Research & Development,2,Medical,1,1045,3,Female,97,Business Analyst,1,Divorced,10903,11097,2,No,19,3,1,80,1,4,3,17,1,3,7,Very Far,4 Jobs,Level 3,20 Years,On service,due for promotion,Medium,Low Ratings
46,No,Non-Travel,1144,Research & Development,1,Life Sciences,1,1102,3,Female,79,Data Analyst,2,Married,13629,13707,4,No,16,4,1,80,3,1,1,7,7,4,2,Close,3 Jobs,Level 5,16 Years,On service,due for promotion,Medium,High Ratings
53,Yes,Travel_Rarely,843,Sales,3,Marketing,1,1050,1,Male,99,Software Engineer,1,Divorced,13850,27281,9,No,17,3,2,80,1,3,1,6,2,1,1,Very Far,4 Jobs,Level 2,18 Years,On service,Not due,Medium,High Ratings
42,No,Travel_Frequently,1184,Human Resources,4,Other,1,1884,2,Male,48,Sales Executive,1,Single,13577,13227,1,No,18,4,1,80,0,0,2,14,4,0,1,Close,3 Jobs,Level 1,13 Years,due for retirement,due for promotion,High,High Ratings
42,No,Travel_Frequently,707,Human Resources,3,Medical,1,4472,1,Male,95,Support Engineer,2,Single,8257,18396,5,Yes,23,3,3,80,3,0,3,4,1,3,2,Close,4 Jobs,Level 4,10 Years,On service,due for promotion,Medium,Low Ratings
51,No,Travel_Rarely,1015,Sales,3,Medical,1,4634,2,Male,97,Sales Executive,3,Married,11822,12024,4,No,17,3,4,80,0,5,3,6,0,5,0,Close,1 Jobs,Level 3,6 Years,On service,due for promotion,Low,Low Ratings
38,No,Non-Travel,368,Human Resources,3,Other,1,1744,3,Male,72,Support Engineer,1,Married,14620,16952,4,No,23,3,3,80,2,0,1,8,6,5,4,Very Far,1 Jobs,Level 1,10 Years,On service,Not due,Low,High Ratings
26,Yes,Travel_Rarely,399,Human Resources,2,Technical Degree,1,2578,1,Male,40,Business Analyst,3,Divorced,17488,25073,3,No,15,4,1,80,0,4,3,14,1,8,9,Close,2 Jobs,Level 4,5 Years,On service,due for promotion,Low,High Ratings
53,Yes,Non-Travel,385,Sales,3,Medical,1,64,2,Male,52,Data Analyst,4,Married,12254,26114,4,No,18,4,4,80,1,5,3,19,8,0,0,Very Close,1 Jobs,Level 4,29 Years,due for retirement,Not due,Medium,High Ratings
30,No,Non-Travel,1116,Human Resources,4,Life Sciences,1,4354,4,Male,47,Support Engineer,4,Married,18196,26273,0,Yes,13,4,4,80,2,1,3,16,0,5,8,Very Far,1 Jobs,Level 3,6 Years,On service,due for promotion,High,High Ratings
19,No,Non-Travel,1197,Research & Development,2,Technical Degree,1,3071,1,Female,43,Support Engineer,1,Divorced,12247,27370,9,No,13,4,1,80,3,2,1,19,4,7,5,Very Close,1 Jobs,Level 2,7 Years,On service,due for promotion,Low,Low Ratings
44,Yes,Non-Travel,1322,Human Resources,1,Other,1,5330,3,Female,77,Software Engineer,2,Divorced,15311,19622,3,No,17,3,2,80,3,3,4,7,8,2,0,Close,3 Jobs,Level 2,11 Years,due for retirement,due for promotion,High,High Ratings
41,No,Travel_Rarely,1103,Sales,3,Other,1,2618,3,Male,82,Software Engineer,3,Single,19903,3259,6,Yes,20,3,1,80,2,3,4,4,1,8,3,Very Close,1 Jobs,Level 1,16 Years,On service,due for promotion,Low,High Ratings
49,No,Travel_Rarely,906,Human Resources,4,Marketing,1,1120,1,Female,73,Data Analyst,3,Divorced,7208,22276,6,Yes,19,4,3,80,1,0,1,12,8,3,9,Very Close,4 Jobs,Level 1,25 Years,On service,due for promotion,Low,Low Ratings
30,No,Travel_Rarely,498,Research & Development,4,Technical Degree,1,2500,1,Male,47,Software Engineer,2,Divorced,5667,21607,1,No,16,3,4,80,2,0,2,16,4,7,9,Close,3 Jobs,Level 5,12 Years,due for retirement,due for promotion,Medium,Low Ratings
